,Country ,English Level,Price,Diploma,Certificate,Response Time,No Of Lessons,Stars,Reviews,Popularity Score
1977,Serbia,A1,52,No,Yes,1,95,5.0,4,3.010299956639812
1978,Ireland,Native,60,Yes,Yes,2,302,5.0,2,1.505149978319906
1979,Philippines,Native,19,Yes,Yes,1,14,5.0,2,1.505149978319906
1980,Philippines,C2,26,No,No,6,1112,5.0,11,5.206963425791126
1981,Brazil,C2,104,Yes,Yes,24,193,5.0,4,3.010299956639812
1982,Brazil,Native,74,No,No,4,1651,5.0,20,6.505149978319906
1983,South Africa,Native,19,Yes,Yes,1,200,5.0,1,0.0
1984,Philippines,Native,26,No,Yes,1,67,5.0,3,2.385606273598312
1985,Ukraine,Native,56,Yes,No,3,233,4.8,19,6.1380172845735785
1986,South Africa,Native,33,No,No,1,107,5.0,2,1.505149978319906
1987,India,Native,19,No,Yes,1,331,5.0,8,4.515449934959718
1988,Nigeria,C2,19,Yes,Yes,1,27,5.0,1,0.0
1989,Pakistan,C2,15,Yes,No,10,40,5.0,7,4.225490200071284
1990,South Africa,Native,33,No,Yes,6,366,5.0,16,6.020599913279624
1991,Morocco,C2,37,No,Yes,23,64,5.0,2,1.505149978319906
1992,Brazil,C2,60,Yes,No,3,474,5.0,12,5.395906230238125
1993,Italy,B2,60,Yes,Yes,6,93,5.0,2,1.505149978319906
1994,Italy,Native,100,No,No,7,455,5.0,4,3.010299956639812
1995,Ukraine,C2,112,Yes,Yes,1,1133,5.0,19,6.393768004764144
1996,Afghanistan,B1,30,No,No,1,1467,5.0,23,6.808639180087964
1997,United States of America,A1,112,No,Yes,4,997,5.0,14,5.73064017839119
1998,Australia,B2,78,No,No,7,321,5.0,7,4.225490200071284
1999,Canada,C1,89,No,Yes,1,967,5.0,19,6.393768004764144
2000,South Africa,Native,56,No,Yes,2,3257,4.9,43,8.003995432339973
2001,Cameroon,Native,11,No,Yes,8,164,5.0,3,2.385606273598312
2002,United Kingdom,Native,93,No,No,1,3544,5.0,62,8.96195844749127
2003,United Kingdom,Native,167,Yes,Yes,6,2601,5.0,46,8.31378915840787
2004,United Kingdom,Native,82,Yes,Yes,1,631,5.0,17,6.15224460689137
2005,South Africa,Native,22,No,No,2,193,5.0,7,4.225490200071284
2006,South Africa,Native,56,No,No,2,2510,5.0,15,5.880456295278407
2007,India,Native,56,Yes,Yes,5,119,5.0,1,0.0
2008,Montenegro,C2,33,Yes,No,1,373,5.0,11,5.206963425791126
2009,South Africa,Native,104,Yes,Yes,3,1356,5.0,24,6.90105620855803
2010,United Kingdom,Native,74,Yes,Yes,7,472,5.0,6,3.8907562519182175
2011,South Africa,Native,60,No,Yes,2,1192,5.0,6,3.8907562519182175
2012,United States of America,A2,48,Yes,Yes,24,1306,4.3,16,5.177715925420476
2013,Uzbekistan,C2,26,No,Yes,14,1241,5.0,34,7.657394585211276
2014,United Kingdom,Native,93,No,No,0,187,5.0,1,0.0
2015,ru,Native,112,No,Yes,1,1026,5.0,8,4.515449934959718
2016,France,A2,63,No,No,1,83,5.0,2,1.505149978319906
2017,Brazil,C2,52,No,Yes,1,295,5.0,8,4.515449934959718
2018,South Africa,Native,74,No,Yes,3,1943,4.9,38,7.74093962342237
2019,United Kingdom,Native,45,No,Yes,24,31,3.0,4,1.806179973983887
2020,Turkey,C2,63,No,Yes,1,390,5.0,13,5.569716761534184
2021,South Africa,Native,22,No,Yes,9,3,5.0,1,0.0
2022,United Kingdom,Native,56,No,No,12,69,3.7,3,1.7653486424627511
2023,United States of America,C1,112,Yes,Yes,3,770,5.0,21,6.611096473669597
2024,South Africa,Native,37,No,Yes,1,672,5.0,7,4.225490200071284
2025,Philippines,Native,100,No,No,1,5772,4.9,31,7.307672299787937
2026,Barbados,Native,37,Yes,Yes,6,409,5.0,4,3.010299956639812
2027,Cameroon,Native,15,No,Yes,1,1793,4.7,32,7.074204898103559
2028,United Kingdom,Native,78,No,Yes,1,2862,5.0,42,8.116246451989502
2029,South Africa,Native,45,No,Yes,17,455,5.0,11,5.206963425791126
2030,Italy,Native,156,No,No,0,19,5.0,4,3.010299956639812
2031,ru,C2,74,Yes,Yes,1,518,5.0,23,6.808639180087964
2032,Philippines,B2,30,No,Yes,21,15,5.0,1,0.0
2033,Japan,Native,130,No,No,2,248,5.0,3,2.385606273598312
2034,Italy,A1,67,No,Yes,1,675,4.8,37,7.527368275521575
2035,United States of America,Native,56,No,No,0,51,5.0,2,1.505149978319906
2036,South Africa,Native,33,Yes,Yes,5,2511,5.0,26,7.07486673985409
2037,Slovenia,B2,130,No,No,0,4,5.0,1,0.0
2038,Turkey,C2,37,Yes,Yes,2,726,4.9,16,5.900187915014032
2039,South Africa,Native,22,Yes,Yes,12,163,5.0,8,4.515449934959718
2040,Lesotho,A1,56,Yes,Yes,1,225,5.0,10,5.0
2041,United Kingdom,Native,41,No,No,6,47,5.0,6,3.8907562519182175
2042,Canada,B1,33,No,No,7,1331,5.0,20,6.505149978319906
2043,South Africa,Native,15,No,Yes,1,396,4.8,6,3.73512600184149
2044,United Kingdom,Native,104,Yes,No,3,148,4.7,5,3.2851590203792886
2045,United States of America,C2,104,No,No,3,86,5.0,3,2.385606273598312
2046,Croatia,C2,37,No,No,1,583,5.0,5,3.494850021680094
2047,Turkey,Native,26,No,No,24,2438,5.0,48,8.406206186877936
2048,France,Native,93,No,No,19,199,4.2,10,4.2
2049,United States of America,B2,67,No,Yes,3,78,5.0,3,2.385606273598312
2050,United Kingdom,Native,56,No,No,3,408,5.0,8,4.515449934959718
2051,Spain,Native,56,No,Yes,6,541,4.9,8,4.425140936260524
2052,United States of America,Native,63,Yes,Yes,1,739,5.0,4,3.010299956639812
2053,United States of America,C1,93,Yes,Yes,10,2099,5.0,15,5.880456295278407
2054,South Africa,C2,41,Yes,Yes,1,305,5.0,7,4.225490200071284
2055,Brazil,C2,67,No,Yes,22,93,5.0,1,0.0
2056,Slovakia,C2,56,No,Yes,3,841,5.0,3,2.385606273598312
2057,Nigeria,A1,56,Yes,Yes,1,1731,5.0,32,7.52574989159953
2058,Bulgaria,Native,149,No,Yes,1,3626,4.9,52,8.408416383810517
2059,United States of America,B2,78,Yes,Yes,4,861,5.0,28,7.235790156711096
2060,Chile,A1,89,No,Yes,1,386,5.0,8,4.515449934959718
2061,Trinidad and Tobago,Native,30,Yes,Yes,1,13,5.0,1,0.0
2062,Italy,Native,56,No,No,0,85,5.0,1,0.0
2063,United States of America,Native,67,No,Yes,1,1049,5.0,8,4.515449934959718
2064,Uruguay,C2,89,No,No,1,3544,4.9,26,6.933369405057008
2065,United States of America,Native,48,No,Yes,24,493,5.0,4,3.010299956639812
2066,Thailand,B2,30,Yes,No,1,1903,4.6,7,3.887450984065581
2067,South Africa,Native,37,Yes,Yes,0,290,4.0,4,2.4082399653118496
2068,Bosnia and Herzegovina,Native,78,Yes,No,2,476,5.0,10,5.0
2069,South Africa,Native,19,No,Yes,1,824,4.7,15,5.527628917561702
2070,Turkey,C1,37,No,No,1,188,5.0,12,5.395906230238125
2071,United Kingdom,Native,130,Yes,Yes,10,329,5.0,6,3.8907562519182175
2072,Ireland,Native,93,Yes,Yes,0,338,5.0,6,3.8907562519182175
2073,United Kingdom,Native,108,No,Yes,2,538,5.0,30,7.385606273598312
2074,United Kingdom,Native,112,Yes,Yes,1,2082,5.0,23,6.808639180087964
2075,Pakistan,Native,26,Yes,Yes,1,1197,4.9,34,7.504246693507051
2076,Cameroon,Native,11,No,No,24,64,5.0,6,3.8907562519182175
2077,South Africa,Native,48,No,Yes,1,759,4.9,7,4.140980396069859
2078,Zimbabwe,Native,26,No,Yes,24,221,4.9,8,4.425140936260524
2079,ru,Native,112,Yes,No,1,439,5.0,4,3.010299956639812
2080,South Africa,Native,37,Yes,Yes,0,35,5.0,1,0.0
2081,Philippines,Native,45,Yes,Yes,1,3864,4.9,61,8.748116191552759
2082,Nigeria,A1,26,Yes,Yes,16,2717,4.9,56,8.566121332330383
2083,Ukraine,Native,52,Yes,Yes,1,331,5.0,2,1.505149978319906
2084,India,Native,67,Yes,Yes,2,1559,5.0,27,7.156818820794937
2085,South Africa,Native,30,No,Yes,24,146,5.0,4,3.010299956639812
2086,South Korea,Native,130,No,No,17,143,5.0,1,0.0
2087,Philippines,Native,30,No,Yes,0,30,5.0,2,1.505149978319906
2088,United States of America,Native,149,Yes,No,1,1557,5.0,21,6.611096473669597
2089,South Africa,Native,56,No,No,0,63,5.0,1,0.0
2090,Canada,Native,74,Yes,Yes,12,865,5.0,31,7.456808469171364
2091,United Arab Emirates,Native,37,No,No,3,819,5.0,18,6.2763625255165305
2092,South Africa,Native,63,No,Yes,1,1426,5.0,22,6.712113404111031
2093,South Africa,Native,82,Yes,No,1,83,5.0,1,0.0
2094,Mexico,Native,37,No,No,1,118,5.0,4,3.010299956639812
2095,South Africa,Native,41,Yes,Yes,24,557,5.0,13,5.569716761534184
2096,Cameroon,Native,19,No,No,6,734,5.0,27,7.156818820794937
2097,Pakistan,C2,93,Yes,No,0,229,5.0,6,3.8907562519182175
2098,Brazil,C2,74,No,Yes,7,910,5.0,7,4.225490200071284
2099,United States of America,Native,112,No,Yes,1,1875,5.0,43,8.167342277897932
2100,Turkey,Native,71,Yes,Yes,4,50,5.0,3,2.385606273598312
2101,Brazil,C2,39,No,No,11,3483,4.9,30,7.237894148126347
2102,New Zealand,A2,89,Yes,Yes,10,601,5.0,16,6.020599913279624
2103,Netherlands,Native,74,No,No,1,1434,5.0,14,5.73064017839119
2104,Canada,Native,74,Yes,No,3,357,5.0,2,1.505149978319906
2105,Cameroon,Native,22,No,Yes,1,2189,4.9,55,8.527777178521795
2106,Canada,B1,112,Yes,Yes,4,357,5.0,6,3.8907562519182175
2107,South Africa,Native,37,No,No,1,1119,5.0,12,5.395906230238125
2108,Philippines,C2,74,No,Yes,1,529,5.0,13,5.569716761534184
2109,South Africa,Native,74,Yes,Yes,1,2379,5.0,36,7.781512503836437
2110,Armenia,C2,26,Yes,No,24,540,5.0,14,5.73064017839119
2111,Philippines,C1,19,No,No,8,990,5.0,29,7.31198998949478
2112,Finland,C2,97,No,Yes,3,627,5.0,6,3.8907562519182175
2113,Philippines,Native,22,No,No,24,3305,4.1,29,5.99583179138572
2114,Philippines,Native,19,No,Yes,0,33,5.0,2,1.505149978319906
2115,Philippines,Native,19,No,Yes,2,740,4.4,7,3.71843137606273
2116,United Kingdom,Native,74,Yes,Yes,24,395,5.0,8,4.515449934959718
2117,United Kingdom,Native,112,No,Yes,4,772,5.0,8,4.515449934959718
2118,Zimbabwe,Native,22,Yes,Yes,3,2036,5.0,21,6.611096473669597
2119,United Kingdom,C1,67,No,No,11,979,5.0,13,5.569716761534184
2120,Cameroon,Native,93,No,Yes,0,490,5.0,15,5.880456295278407
2121,Ghana,Native,11,No,No,18,2385,4.8,36,7.470252003682979
2122,Uganda,Native,33,No,Yes,1,297,5.0,4,3.010299956639812
2123,Canada,Native,56,No,No,1,167,5.0,3,2.385606273598312
2124,Pakistan,Native,37,No,Yes,3,241,5.0,11,5.206963425791126
2125,United Kingdom,Native,74,No,No,0,184,5.0,1,0.0
2126,Argentina,C2,52,Yes,Yes,9,154,5.0,4,3.010299956639812
2127,South Africa,Native,30,No,No,5,966,5.0,8,4.515449934959718
2128,South Africa,Native,30,No,Yes,1,197,5.0,7,4.225490200071284
2129,Colombia,Native,52,Yes,No,3,255,5.0,3,2.385606273598312
2130,United States of America,Native,112,Yes,No,11,1712,5.0,13,5.569716761534184
2131,Nigeria,B1,37,Yes,Yes,0,10,5.0,1,0.0
2132,United States of America,Native,82,Yes,Yes,5,3696,5.0,30,7.385606273598312
2133,Nigeria,Native,19,No,No,1,160,5.0,3,2.385606273598312
2134,United States of America,Native,74,No,No,1,1370,5.0,11,5.206963425791126
2135,United Kingdom,Native,93,No,Yes,0,50,1.0,1,0.0
2136,South Africa,Native,30,No,No,13,1227,4.9,10,4.9
2137,United Kingdom,Native,102,Yes,Yes,24,122,5.0,1,0.0
2138,United States of America,Native,56,No,No,1,883,5.0,4,3.010299956639812
2139,South Africa,Native,13,No,No,0,7,3.0,2,0.9030899869919436
2140,United Kingdom,Native,104,No,Yes,1,1539,5.0,13,5.569716761534184
2141,United States of America,C1,60,No,Yes,1,865,5.0,18,6.2763625255165305
2142,South Africa,Native,37,No,Yes,7,921,5.0,14,5.73064017839119
2143,Venezuela,Native,89,No,No,4,548,5.0,6,3.8907562519182175
2144,South Africa,Native,19,No,No,0,144,3.0,2,0.9030899869919436
2145,Australia,Native,100,Yes,Yes,5,1279,5.0,18,6.2763625255165305
2146,India,C2,15,No,No,1,61,5.0,2,1.505149978319906
2147,Italy,C2,67,No,No,0,130,5.0,1,0.0
2148,Cameroon,Native,22,No,No,24,117,5.0,3,2.385606273598312
2149,United States of America,Native,149,No,No,2,170,5.0,10,5.0
2150,United States of America,Native,104,No,Yes,4,1235,5.0,10,5.0
2151,Philippines,Native,22,Yes,Yes,21,1366,4.8,89,9.357072031895582
2152,Cameroon,Native,24,No,No,1,479,4.6,20,5.984737980054313
2153,France,C2,93,No,Yes,2,648,4.7,15,5.527628917561702
2154,South Africa,Native,30,Yes,Yes,1,1880,5.0,42,8.116246451989502
2155,South Africa,Native,37,No,Yes,17,842,5.0,8,4.515449934959718
2156,Philippines,C2,15,No,No,21,2413,4.9,30,7.237894148126347
2157,Cameroon,C1,26,No,No,1,1061,4.6,33,6.985164123438282
2158,Nigeria,B2,26,Yes,No,2,2756,5.0,34,7.657394585211276
2159,Philippines,Native,33,No,Yes,17,3262,4.8,48,8.069957939402817
2160,Cameroon,B2,19,No,Yes,0,138,5.0,3,2.385606273598312
2161,Pakistan,C1,33,Yes,Yes,1,305,5.0,10,5.0
2162,United States of America,Native,234,Yes,Yes,1,761,4.8,5,3.3550560208128903
2163,India,Native,30,No,Yes,1,149,5.0,6,3.8907562519182175
2164,Italy,Native,48,No,No,2,169,5.0,1,0.0
2165,Italy,B2,100,No,No,7,455,5.0,4,3.010299956639812
2166,Afghanistan,Native,30,No,No,1,1467,5.0,23,6.808639180087964
2167,Australia,Native,78,No,No,7,321,5.0,7,4.225490200071284
2168,Canada,C2,89,No,Yes,1,967,5.0,19,6.393768004764144
2169,India,Native,86,No,Yes,6,591,4.9,22,6.5778711360288105
2170,United Kingdom,Native,56,No,No,9,1968,5.0,15,5.880456295278407
2171,Canada,Native,167,Yes,Yes,1,13,5.0,1,0.0
2172,South Africa,Native,16,No,Yes,0,631,5.0,14,5.73064017839119
2173,Italy,Native,93,No,No,2,859,5.0,25,6.989700043360188
2174,Mexico,Native,56,No,No,0,419,5.0,9,4.771212547196624
2175,Australia,Native,112,Yes,Yes,0,53,5.0,1,0.0
2176,South Africa,Native,33,No,No,1,793,5.0,4,3.010299956639812
2177,United States of America,Native,45,No,Yes,24,1663,5.0,18,6.2763625255165305
2178,United States of America,B2,56,Yes,Yes,6,391,4.9,10,4.9
2179,South Africa,Native,56,No,Yes,1,387,5.0,7,4.225490200071284
2180,Cameroon,Native,30,No,No,1,2130,4.8,29,7.019510389914989
2181,United Kingdom,Native,74,No,Yes,0,385,5.0,1,0.0
2182,Philippines,A2,37,Yes,Yes,8,1651,5.0,31,7.456808469171364
2183,South Africa,Native,37,No,Yes,1,851,5.0,7,4.225490200071284
2184,United Kingdom,Native,67,No,Yes,1,1335,4.9,53,8.448951761043867
2185,Brazil,Native,45,Yes,Yes,12,198,5.0,3,2.385606273598312
2186,Ukraine,Native,74,No,Yes,1,1559,5.0,6,3.8907562519182175
2187,Ukraine,C1,56,Yes,Yes,0,1064,5.0,9,4.771212547196624
2188,United Kingdom,Native,149,Yes,Yes,1,518,5.0,10,5.0
2189,South Africa,Native,30,Yes,Yes,1,130,5.0,3,2.385606273598312
2190,United Kingdom,C2,78,No,Yes,0,201,5.0,1,0.0
2191,Ukraine,C2,56,No,Yes,0,80,5.0,2,1.505149978319906
2192,South Africa,Native,74,No,Yes,6,1613,4.5,15,5.292410665750566
2193,Lebanon,B2,52,No,No,1,172,5.0,1,0.0
2194,South Africa,Native,22,No,Yes,18,1655,5.0,30,7.385606273598312
2195,United Kingdom,Native,82,Yes,Yes,24,533,5.0,18,6.2763625255165305
2196,Portugal,Native,48,Yes,Yes,3,747,5.0,14,5.73064017839119
2197,Cameroon,Native,19,No,Yes,3,1081,5.0,67,9.130374013504133
2198,Italy,B1,156,No,No,0,19,5.0,4,3.010299956639812
2199,Italy,A1,67,No,Yes,1,676,4.8,37,7.527368275521575
2200,Philippines,Native,26,Yes,Yes,1,2100,4.8,30,7.090182022654379
2201,Pakistan,Native,45,Yes,No,24,475,4.7,38,7.424982904099008
2202,South Africa,Native,11,Yes,No,1,27,5.0,2,1.505149978319906
2203,Philippines,Native,19,No,No,13,1633,4.9,24,6.763035084386869
2204,Cameroon,A2,48,No,Yes,10,3139,4.9,108,9.963776401886054
2205,Turkey,C1,48,No,Yes,1,664,5.0,33,7.592569699389438
2206,South Africa,Native,56,No,Yes,0,182,5.0,2,1.505149978319906
2207,South Africa,Native,19,No,Yes,5,26,4.0,4,2.4082399653118496
2208,South Africa,Native,52,No,Yes,0,24,5.0,1,0.0
2209,South Africa,Native,22,Yes,Yes,1,17,5.0,1,0.0
2210,Philippines,Native,22,Yes,Yes,0,119,4.8,10,4.8
2211,Uzbekistan,C2,48,Yes,No,3,417,5.0,11,5.206963425791126
2212,Italy,B2,112,Yes,Yes,0,485,5.0,8,4.515449934959718
2213,South Africa,Native,37,No,Yes,0,388,5.0,7,4.225490200071284
2214,Philippines,Native,19,No,Yes,4,109,5.0,5,3.494850021680094
2215,Ecuador,B2,24,Yes,Yes,2,3051,4.9,66,8.915765284155158
2216,South Africa,Native,15,Yes,Yes,3,3,5.0,1,0.0
2217,Philippines,Native,22,No,Yes,1,260,4.5,8,4.063904941463746
2218,Philippines,Native,20,No,No,24,422,4.6,10,4.6
2219,Cameroon,Native,11,No,No,1,44,5.0,1,0.0
2220,South Africa,Native,37,Yes,Yes,7,230,5.0,10,5.0
2221,United States of America,A2,67,Yes,Yes,1,2252,5.0,31,7.456808469171364
2222,Italy,Native,67,Yes,Yes,3,1347,5.0,13,5.569716761534184
2223,Philippines,Native,15,No,No,20,137,5.0,4,3.010299956639812
2224,United States of America,Native,100,Yes,Yes,1,898,5.0,6,3.8907562519182175
2225,Canada,C2,58,Yes,No,1,3293,4.8,45,7.935420066121649
2226,South Africa,Native,89,No,Yes,1,1721,5.0,20,6.505149978319906
2227,United Kingdom,Native,37,No,Yes,7,5,5.0,1,0.0
2228,South Africa,Native,52,Yes,Yes,3,166,5.0,2,1.505149978319906
2229,United Kingdom,Native,104,No,No,13,1181,5.0,14,5.73064017839119
2230,Argentina,Native,67,No,Yes,0,1470,5.0,34,7.657394585211276
2231,United States of America,Native,48,Yes,Yes,1,651,5.0,9,4.771212547196624
2232,Philippines,B2,19,Yes,No,24,1108,5.0,6,3.8907562519182175
2233,Philippines,Native,30,No,No,24,10,5.0,2,1.505149978319906
2234,Philippines,Native,45,Yes,No,3,2193,3.9,57,6.847911937122716
2235,United States of America,Native,74,No,Yes,1,240,5.0,3,2.385606273598312
2236,United States of America,Native,97,No,Yes,6,915,5.0,15,5.880456295278407
2237,Ghana,Native,19,Yes,Yes,1,305,5.0,4,3.010299956639812
2238,United States of America,Native,52,Yes,No,4,112,5.0,2,1.505149978319906
2239,Brazil,C2,60,Yes,Yes,1,557,5.0,11,5.206963425791126
2240,South Africa,Native,74,No,Yes,1,179,5.0,5,3.494850021680094
2241,India,Native,56,No,No,4,2082,5.0,35,7.720340221751378
2242,Pakistan,Native,45,No,No,1,1370,5.0,27,7.156818820794937
2243,South Africa,Native,37,Yes,Yes,13,188,5.0,5,3.494850021680094
2244,Argentina,A1,56,No,Yes,1,695,5.0,14,5.73064017839119
2245,South Africa,A1,30,No,No,3,2268,4.8,16,5.779775916748439
2246,Italy,C2,82,Yes,No,3,362,5.0,3,2.385606273598312
2247,South Africa,B2,33,Yes,Yes,1,73,5.0,1,0.0
2248,Lebanon,C1,56,No,Yes,1,326,5.0,3,2.385606273598312
2249,United States of America,Native,74,No,Yes,0,97,5.0,2,1.505149978319906
2250,Cameroon,Native,11,No,Yes,24,38,5.0,1,0.0
2251,Tanzania,A2,52,No,No,9,3141,4.7,24,6.486992836044548
2252,Philippines,Native,37,Yes,Yes,4,1806,5.0,33,7.592569699389438
2253,Cameroon,Native,22,No,Yes,24,71,5.0,5,3.494850021680094
2254,Cameroon,Native,26,No,No,1,1724,4.9,68,8.979293672260559
2255,United States of America,Native,93,No,No,2,492,5.0,4,3.010299956639812
2256,Pakistan,C1,22,No,No,24,181,4.0,8,3.612359947967774
2257,Philippines,Native,48,Yes,Yes,2,1558,5.0,21,6.611096473669597
2258,Cameroon,Native,26,Yes,Yes,2,53,4.5,2,1.3546349804879154
2259,Turkey,Native,93,No,No,4,638,5.0,21,6.611096473669597
2260,Italy,C1,56,No,Yes,2,5959,4.9,85,9.454152736000037
2261,Nigeria,Native,37,Yes,Yes,1,1633,4.9,20,6.375046978753509
2262,United Kingdom,Native,93,Yes,Yes,7,60,5.0,2,1.505149978319906
2263,India,C2,30,Yes,Yes,1,258,4.4,7,3.71843137606273
2264,Ghana,Native,33,No,No,4,1650,5.0,19,6.393768004764144
2265,United Kingdom,Native,82,Yes,Yes,5,1179,5.0,10,5.0
2266,South Africa,Native,56,No,Yes,1,2146,5.0,26,7.07486673985409
2267,South Africa,Native,97,No,Yes,4,1238,5.0,18,6.2763625255165305
2268,South Africa,Native,37,No,Yes,1,1109,5.0,22,6.712113404111031
2269,Poland,C2,112,No,No,24,121,5.0,1,0.0
2270,South Africa,Native,41,Yes,Yes,1,1022,5.0,20,6.505149978319906
2271,South Africa,Native,48,No,No,1,1183,5.0,19,6.393768004764144
2272,Cameroon,A2,11,No,No,16,178,4.2,5,2.9356740182112797
2273,Cameroon,Native,11,No,No,0,13,1.0,1,0.0
2274,Singapore,Native,67,Yes,Yes,14,45,5.0,2,1.505149978319906
2275,Serbia,C1,26,No,No,1,334,5.0,5,3.494850021680094
2276,South Africa,B2,56,No,Yes,1,33,5.0,2,1.505149978319906
2277,Venezuela,C2,26,No,No,2,527,5.0,12,5.395906230238125
2278,India,C2,45,No,No,2,389,5.0,6,3.8907562519182175
2279,Spain,Native,78,No,No,2,2288,5.0,24,6.90105620855803
2280,Iran,C1,82,No,Yes,1,915,5.0,30,7.385606273598312
2281,United Kingdom,Native,74,No,No,1,633,5.0,1,0.0
2282,Nigeria,Native,37,Yes,Yes,3,335,5.0,8,4.515449934959718
2283,United States of America,Native,93,No,Yes,1,21,5.0,2,1.505149978319906
2284,Turkey,C2,45,Yes,Yes,0,37,5.0,1,0.0
2285,Tajikistan,C1,30,Yes,Yes,18,134,5.0,1,0.0
2286,Brazil,C2,37,No,No,1,23,5.0,1,0.0
2287,Pakistan,C2,15,No,No,0,103,5.0,6,3.8907562519182175
2288,Mexico,C2,57,No,Yes,12,67,5.0,1,0.0
2289,Ukraine,Native,97,No,Yes,1,1694,5.0,20,6.505149978319906
2290,Egypt,Native,26,No,No,16,35,5.0,1,0.0
2291,Philippines,B2,37,No,No,0,13,5.0,1,0.0
2292,United Kingdom,Native,93,No,Yes,13,95,5.0,1,0.0
2293,United Kingdom,Native,112,Yes,Yes,5,1579,4.9,31,7.307672299787937
2294,Nigeria,C2,19,Yes,Yes,1,431,5.0,1,0.0
2295,Armenia,B2,74,No,No,1,2860,5.0,30,7.385606273598312
2296,Zimbabwe,Native,74,No,Yes,2,359,5.0,7,4.225490200071284
2297,India,Native,30,No,No,24,391,4.9,7,4.140980396069859
2298,United Kingdom,Native,112,No,No,0,23,3.7,3,1.7653486424627511
2299,Brazil,A2,82,No,No,1,886,5.0,31,7.456808469171364
2300,South Africa,C2,30,No,No,0,318,4.7,3,2.242469897182413
2301,United States of America,Native,100,Yes,Yes,24,1230,5.0,28,7.235790156711096
2302,South Africa,Native,56,Yes,Yes,0,42,5.0,3,2.385606273598312
2303,Cameroon,A2,19,No,No,1,49,5.0,1,0.0
2304,United Kingdom,Native,186,No,Yes,5,1092,5.0,5,3.494850021680094
2305,Kenya,Native,33,Yes,Yes,1,3166,5.0,37,7.841008620334975
2306,South Africa,Native,60,Yes,Yes,0,203,5.0,1,0.0
2307,Argentina,C2,37,No,No,24,1117,5.0,10,5.0
2308,United States of America,Native,33,No,No,2,4,3.0,2,0.9030899869919436
2309,India,Native,37,Yes,No,1,652,5.0,1,0.0
2310,South Africa,Native,63,No,Yes,0,258,5.0,7,4.225490200071284
2311,South Africa,Native,74,No,Yes,1,426,5.0,12,5.395906230238125
2312,Philippines,Native,33,Yes,Yes,7,711,5.0,17,6.15224460689137
2313,Nigeria,Native,22,No,Yes,1,563,5.0,21,6.611096473669597
2314,South Africa,Native,19,No,Yes,1,133,5.0,3,2.385606273598312
2315,United Kingdom,Native,60,No,Yes,2,547,5.0,5,3.494850021680094
2316,Philippines,Native,26,Yes,Yes,2,497,4.8,5,3.3550560208128903
2317,South Africa,Native,37,Yes,Yes,18,1315,5.0,15,5.880456295278407
2318,India,C2,78,Yes,Yes,1,714,5.0,29,7.31198998949478
2319,Mexico,A1,30,No,No,4,27,5.0,1,0.0
2320,Philippines,Native,19,No,No,0,403,4.4,9,4.19866704153303
2321,Nigeria,Native,37,Yes,Yes,1,1338,4.9,18,6.1508352750062
2322,Philippines,Native,63,No,Yes,0,555,5.0,15,5.880456295278407
2323,Cameroon,B1,112,Yes,Yes,1,3053,5.0,46,8.31378915840787
2324,Philippines,C2,15,No,No,0,36,3.7,3,1.7653486424627511
2325,Rwanda,Native,56,No,Yes,1,19,5.0,2,1.505149978319906
2326,Algeria,A1,48,Yes,Yes,9,526,5.0,12,5.395906230238125
2327,South Africa,Native,56,No,Yes,2,2142,4.7,11,4.894545620243658
2328,Philippines,B2,11,Yes,Yes,5,182,4.2,5,2.9356740182112797
2329,Spain,A2,67,No,No,24,1429,4.9,19,6.265892644668862
2330,Georgia,Native,74,Yes,Yes,3,1054,5.0,25,6.989700043360188
2331,Lebanon,C1,56,Yes,No,1,974,4.9,15,5.762847169372839
2332,United States of America,Native,141,Yes,Yes,6,1063,5.0,7,4.225490200071284
2333,United States of America,Native,112,No,Yes,3,1155,5.0,16,6.020599913279624
2334,United States of America,B2,56,No,Yes,24,267,5.0,1,0.0
2335,Argentina,C2,50,No,Yes,12,276,5.0,9,4.771212547196624
2336,Philippines,B2,11,No,No,9,62,5.0,2,1.505149978319906
2337,South Africa,Native,11,No,Yes,3,1213,4.7,17,5.783109930477887
2338,United Kingdom,B1,82,Yes,Yes,3,51,5.0,1,0.0
2339,United States of America,Native,186,No,Yes,1,1662,5.0,39,7.955323035132496
2340,United Kingdom,Native,112,Yes,Yes,2,611,4.9,15,5.762847169372839
2341,United States of America,C1,74,No,No,2,415,5.0,4,3.010299956639812
2342,Peru,Native,45,No,Yes,1,367,5.0,9,4.771212547196624
2343,South Africa,Native,30,No,Yes,2,1024,4.9,26,6.933369405057008
2344,United States of America,Native,63,Yes,Yes,15,202,5.0,22,6.712113404111031
2345,Egypt,C2,37,No,No,15,7,5.0,1,0.0
2346,Philippines,Native,19,No,No,11,19,3.0,2,0.9030899869919436
2347,Mexico,Native,74,No,Yes,3,1073,4.8,24,6.625013960215708
2348,Philippines,Native,19,Yes,Yes,3,1581,3.2,26,4.527914713506617
2349,Philippines,C1,30,No,Yes,1,1447,5.0,14,5.73064017839119
2350,South Africa,Native,30,No,Yes,8,176,5.0,4,3.010299956639812
2351,Australia,C1,74,No,Yes,1,557,5.0,6,3.8907562519182175
2352,Philippines,Native,67,Yes,No,24,57,5.0,2,1.505149978319906
2353,United States of America,Native,115,Yes,Yes,6,2056,4.7,14,5.386801767687719
